sensor_id,date,cluster,label-name
VDS0101,2018-02-08,1,Steady-moderate
VDS0101,2018-02-09,1,Steady-moderate
VDS0101,2018-02-12,1,Steady-moderate
VDS0101,2018-02-13,2,Free-flow
VDS0101,2018-02-14,1,Steady-moderate
VDS0101,2018-02-15,1,Steady-moderate
VDS0101,2018-02-16,1,Steady-moderate
VDS0101,2018-02-19,2,Free-flow
VDS0101,2018-02-20,2,Free-flow
VDS0101,2018-02-21,1,Steady-moderate
VDS0101,2018-02-22,1,Steady-moderate
VDS0101,2018-02-23,1,Steady-moderate
VDS0101,2018-02-26,2,Free-flow
VDS0101,2018-02-27,2,Free-flow
VDS0101,2018-02-28,1,Steady-moderate
VDS0101,2018-03-01,1,Steady-moderate
VDS0101,2018-03-02,1,Steady-moderate
VDS0101,2018-03-05,2,Free-flow
VDS0101,2018-03-06,1,Steady-moderate
VDS0101,2018-03-07,1,Steady-moderate
VDS0101,2018-03-08,2,Free-flow
VDS0101,2018-03-09,1,Steady-moderate
VDS0101,2018-03-12,2,Free-flow
VDS0101,2018-03-13,1,Steady-moderate
VDS0101,2018-03-14,1,Steady-moderate
VDS0101,2018-03-15,0,Rush-hour
VDS0101,2018-03-16,0,Rush-hour
VDS0101,2018-03-19,2,Free-flow
VDS0101,2018-03-20,1,Steady-moderate
VDS0101,2018-03-21,1,Steady-moderate
VDS0101,2018-03-22,1,Steady-moderate
VDS0101,2018-03-23,1,Steady-moderate
VDS0101,2018-03-26,2,Free-flow
VDS0101,2018-03-27,2,Free-flow
VDS0101,2018-03-28,1,Steady-moderate
VDS0101,2018-03-29,1,Steady-moderate
VDS0101,2018-03-30,1,Steady-moderate
VDS0101,2018-04-02,1,Steady-moderate
VDS0101,2018-04-03,1,Steady-moderate
VDS0101,2018-04-04,2,Free-flow
VDS0101,2018-04-05,1,Steady-moderate
VDS0101,2018-04-06,1,Steady-moderate
VDS0101,2018-04-09,1,Steady-moderate
VDS0101,2018-04-10,1,Steady-moderate
VDS0101,2018-04-11,1,Steady-moderate
VDS0101,2018-04-12,1,Steady-moderate
VDS0101,2018-04-13,1,Steady-moderate
VDS0101,2018-04-16,2,Free-flow
VDS0101,2018-04-17,1,Steady-moderate
VDS0101,2018-04-18,2,Free-flow
VDS0101,2018-04-19,2,Free-flow
VDS0101,2018-04-20,1,Steady-moderate
VDS0101,2018-04-23,2,Free-flow
VDS0101,2018-04-24,1,Steady-moderate
VDS0101,2018-04-25,2,Free-flow
VDS0101,2018-04-26,2,Free-flow
VDS0101,2018-04-27,2,Free-flow
VDS0101,2018-04-30,2,Free-flow
VDS0102,2018-02-01,1,Steady-moderate
VDS0102,2018-02-02,1,Steady-moderate
VDS0102,2018-02-05,1,Steady-moderate
VDS0102,2018-02-06,1,Steady-moderate
VDS0102,2018-02-07,1,Steady-moderate
VDS0102,2018-02-08,1,Steady-moderate
VDS0102,2018-02-09,1,Steady-moderate
VDS0102,2018-02-12,2,Free-flow
VDS0102,2018-02-13,2,Free-flow
VDS0102,2018-02-14,1,Steady-moderate
VDS0102,2018-02-15,1,Steady-moderate
VDS0102,2018-02-16,2,Free-flow
VDS0102,2018-02-19,1,Steady-moderate
VDS0102,2018-02-20,1,Steady-moderate
VDS0102,2018-02-21,1,Steady-moderate
VDS0102,2018-02-22,1,Steady-moderate
VDS0102,2018-02-23,1,Steady-moderate
VDS0102,2018-02-26,1,Steady-moderate
VDS0102,2018-02-27,1,Steady-moderate
VDS0102,2018-02-28,0,Rush-hour
VDS0102,2018-03-01,1,Steady-moderate
VDS0102,2018-03-02,1,Steady-moderate
VDS0102,2018-03-05,2,Free-flow
VDS0102,2018-03-06,1,Steady-moderate
VDS0102,2018-03-07,1,Steady-moderate
VDS0102,2018-03-08,2,Free-flow
VDS0102,2018-03-09,1,Steady-moderate
VDS0102,2018-03-12,1,Steady-moderate
VDS0102,2018-03-13,1,Steady-moderate
VDS0102,2018-03-14,1,Steady-moderate
VDS0102,2018-03-15,1,Steady-moderate
VDS0102,2018-03-16,1,Steady-moderate
VDS0102,2018-03-19,2,Free-flow
VDS0102,2018-03-20,1,Steady-moderate
VDS0102,2018-03-21,2,Free-flow
VDS0102,2018-03-22,2,Free-flow
VDS0102,2018-03-23,1,Steady-moderate
VDS0102,2018-03-26,1,Steady-moderate
VDS0102,2018-03-27,1,Steady-moderate
VDS0102,2018-03-28,1,Steady-moderate
VDS0102,2018-03-29,1,Steady-moderate
VDS0102,2018-03-30,1,Steady-moderate
VDS0102,2018-04-02,1,Steady-moderate
VDS0102,2018-04-03,1,Steady-moderate
VDS0102,2018-04-04,1,Steady-moderate
VDS0102,2018-04-05,1,Steady-moderate
VDS0102,2018-04-06,2,Free-flow
VDS0102,2018-04-09,1,Steady-moderate
VDS0102,2018-04-10,1,Steady-moderate
VDS0102,2018-04-11,1,Steady-moderate
VDS0102,2018-04-12,1,Steady-moderate
VDS0102,2018-04-13,1,Steady-moderate
VDS0102,2018-04-16,1,Steady-moderate
VDS0102,2018-04-17,1,Steady-moderate
VDS0102,2018-04-18,1,Steady-moderate
VDS0102,2018-04-19,1,Steady-moderate
VDS0102,2018-04-20,1,Steady-moderate
VDS0102,2018-04-23,2,Free-flow
VDS0102,2018-04-24,2,Free-flow
VDS0102,2018-04-25,1,Steady-moderate
VDS0102,2018-04-26,1,Steady-moderate
VDS0102,2018-04-27,1,Steady-moderate
VDS0102,2018-04-30,1,Steady-moderate
VDS0103,2018-02-01,1,Steady-moderate
VDS0103,2018-02-02,1,Steady-moderate
VDS0103,2018-02-05,1,Steady-moderate
VDS0103,2018-02-06,1,Steady-moderate
VDS0103,2018-02-07,2,Free-flow
VDS0103,2018-02-08,1,Steady-moderate
VDS0103,2018-02-09,1,Steady-moderate
VDS0103,2018-02-12,2,Free-flow
VDS0103,2018-02-13,2,Free-flow
VDS0103,2018-02-14,1,Steady-moderate
VDS0103,2018-02-15,1,Steady-moderate
VDS0103,2018-02-16,1,Steady-moderate
VDS0103,2018-02-19,1,Steady-moderate
VDS0103,2018-02-20,1,Steady-moderate
VDS0103,2018-02-21,1,Steady-moderate
VDS0103,2018-02-22,1,Steady-moderate
VDS0103,2018-02-23,1,Steady-moderate
VDS0103,2018-02-26,1,Steady-moderate
VDS0103,2018-02-27,1,Steady-moderate
VDS0103,2018-02-28,0,Rush-hour
VDS0103,2018-03-01,1,Steady-moderate
VDS0103,2018-03-02,1,Steady-moderate
VDS0103,2018-03-05,2,Free-flow
VDS0103,2018-03-06,1,Steady-moderate
VDS0103,2018-03-07,1,Steady-moderate
VDS0103,2018-03-08,2,Free-flow
VDS0103,2018-03-09,1,Steady-moderate
VDS0103,2018-03-12,1,Steady-moderate
VDS0103,2018-03-13,1,Steady-moderate
VDS0103,2018-03-14,1,Steady-moderate
VDS0103,2018-03-15,1,Steady-moderate
VDS0103,2018-03-16,1,Steady-moderate
VDS0103,2018-03-19,1,Steady-moderate
VDS0103,2018-03-20,1,Steady-moderate
VDS0103,2018-03-21,1,Steady-moderate
VDS0103,2018-03-22,1,Steady-moderate
VDS0103,2018-03-23,1,Steady-moderate
VDS0103,2018-03-26,1,Steady-moderate
VDS0103,2018-03-27,1,Steady-moderate
VDS0103,2018-03-28,1,Steady-moderate
VDS0103,2018-03-29,1,Steady-moderate
VDS0103,2018-03-30,1,Steady-moderate
VDS0103,2018-04-02,1,Steady-moderate
VDS0103,2018-04-03,1,Steady-moderate
VDS0103,2018-04-04,1,Steady-moderate
VDS0103,2018-04-05,1,Steady-moderate
VDS0103,2018-04-06,2,Free-flow
VDS0103,2018-04-09,1,Steady-moderate
VDS0103,2018-04-10,1,Steady-moderate
VDS0103,2018-04-11,2,Free-flow
VDS0103,2018-04-12,1,Steady-moderate
VDS0103,2018-04-13,1,Steady-moderate
VDS0103,2018-04-16,1,Steady-moderate
VDS0103,2018-04-17,1,Steady-moderate
VDS0103,2018-04-18,1,Steady-moderate
VDS0103,2018-04-19,1,Steady-moderate
VDS0103,2018-04-20,1,Steady-moderate
VDS0103,2018-04-23,1,Steady-moderate
VDS0103,2018-04-24,1,Steady-moderate
VDS0103,2018-04-25,1,Steady-moderate
VDS0103,2018-04-26,1,Steady-moderate
VDS0103,2018-04-27,1,Steady-moderate
VDS0103,2018-04-30,1,Steady-moderate
VDS0104,2018-02-01,1,Steady-moderate
VDS0104,2018-02-02,1,Steady-moderate
VDS0104,2018-02-05,2,Free-flow
VDS0104,2018-02-06,2,Free-flow
VDS0104,2018-02-07,2,Free-flow
VDS0104,2018-02-08,1,Steady-moderate
VDS0104,2018-02-09,0,Rush-hour
VDS0104,2018-02-12,2,Free-flow
VDS0104,2018-02-13,2,Free-flow
VDS0104,2018-02-14,0,Rush-hour
VDS0104,2018-02-15,1,Steady-moderate
VDS0104,2018-02-16,2,Free-flow
VDS0104,2018-02-19,2,Free-flow
VDS0104,2018-02-20,2,Free-flow
VDS0104,2018-02-21,1,Steady-moderate
VDS0104,2018-02-22,1,Steady-moderate
VDS0104,2018-02-23,1,Steady-moderate
VDS0104,2018-02-26,2,Free-flow
VDS0104,2018-02-27,1,Steady-moderate
VDS0104,2018-02-28,0,Rush-hour
VDS0104,2018-03-01,1,Steady-moderate
VDS0104,2018-03-02,1,Steady-moderate
VDS0104,2018-03-05,2,Free-flow
VDS0104,2018-03-06,2,Free-flow
VDS0104,2018-03-07,1,Steady-moderate
VDS0104,2018-03-08,2,Free-flow
VDS0104,2018-03-09,1,Steady-moderate
VDS0104,2018-03-12,2,Free-flow
VDS0104,2018-03-13,2,Free-flow
VDS0104,2018-03-14,2,Free-flow
VDS0104,2018-03-15,0,Rush-hour
VDS0104,2018-03-16,1,Steady-moderate
VDS0104,2018-03-19,2,Free-flow
VDS0104,2018-03-20,1,Steady-moderate
VDS0104,2018-03-21,0,Rush-hour
VDS0104,2018-03-22,2,Free-flow
VDS0104,2018-03-23,2,Free-flow
VDS0104,2018-03-26,2,Free-flow
VDS0104,2018-03-27,2,Free-flow
VDS0104,2018-03-28,2,Free-flow
VDS0104,2018-03-29,2,Free-flow
VDS0104,2018-03-30,2,Free-flow
VDS0104,2018-04-02,2,Free-flow
VDS0104,2018-04-03,2,Free-flow
VDS0104,2018-04-04,2,Free-flow
VDS0104,2018-04-05,0,Rush-hour
VDS0104,2018-04-06,2,Free-flow
VDS0104,2018-04-09,2,Free-flow
VDS0104,2018-04-10,2,Free-flow
VDS0104,2018-04-11,2,Free-flow
VDS0104,2018-04-12,1,Steady-moderate
VDS0104,2018-04-13,1,Steady-moderate
VDS0104,2018-04-16,2,Free-flow
VDS0104,2018-04-17,2,Free-flow
VDS0104,2018-04-18,2,Free-flow
VDS0104,2018-04-19,2,Free-flow
VDS0104,2018-04-20,2,Free-flow
VDS0104,2018-04-23,2,Free-flow
VDS0104,2018-04-24,2,Free-flow
VDS0104,2018-04-25,1,Steady-moderate
VDS0104,2018-04-26,2,Free-flow
VDS0104,2018-04-27,2,Free-flow
VDS0104,2018-04-30,1,Steady-moderate
VDS0105,2018-02-01,0,Rush-hour
VDS0105,2018-02-02,0,Rush-hour
VDS0105,2018-02-05,0,Rush-hour
VDS0105,2018-02-06,0,Rush-hour
VDS0105,2018-02-07,2,Free-flow
VDS0105,2018-02-08,0,Rush-hour
VDS0105,2018-02-09,0,Rush-hour
VDS0105,2018-02-12,1,Steady-moderate
VDS0105,2018-02-13,1,Steady-moderate
VDS0105,2018-02-14,0,Rush-hour
VDS0105,2018-02-15,0,Rush-hour
VDS0105,2018-02-16,0,Rush-hour
VDS0105,2018-02-19,0,Rush-hour
VDS0105,2018-02-20,0,Rush-hour
VDS0105,2018-02-21,0,Rush-hour
VDS0105,2018-02-22,0,Rush-hour
VDS0105,2018-02-23,1,Steady-moderate
VDS0105,2018-02-26,0,Rush-hour
VDS0105,2018-02-27,0,Rush-hour
VDS0105,2018-02-28,0,Rush-hour
VDS0105,2018-03-01,0,Rush-hour
VDS0105,2018-03-02,1,Steady-moderate
VDS0105,2018-03-05,0,Rush-hour
VDS0105,2018-03-06,0,Rush-hour
VDS0105,2018-03-07,0,Rush-hour
VDS0105,2018-03-08,0,Rush-hour
VDS0105,2018-03-09,1,Steady-moderate
VDS0105,2018-03-12,0,Rush-hour
VDS0105,2018-03-13,0,Rush-hour
VDS0105,2018-03-14,0,Rush-hour
VDS0105,2018-03-15,0,Rush-hour
VDS0105,2018-03-16,1,Steady-moderate
VDS0105,2018-03-19,0,Rush-hour
VDS0105,2018-03-20,0,Rush-hour
VDS0105,2018-03-21,0,Rush-hour
VDS0105,2018-03-22,0,Rush-hour
VDS0105,2018-03-23,1,Steady-moderate
VDS0105,2018-03-26,0,Rush-hour
VDS0105,2018-03-27,0,Rush-hour
VDS0105,2018-03-28,0,Rush-hour
VDS0105,2018-03-29,0,Rush-hour
VDS0105,2018-03-30,1,Steady-moderate
VDS0105,2018-04-02,0,Rush-hour
VDS0105,2018-04-03,0,Rush-hour
VDS0105,2018-04-04,0,Rush-hour
VDS0105,2018-04-05,0,Rush-hour
VDS0105,2018-04-06,2,Free-flow
VDS0105,2018-04-09,0,Rush-hour
VDS0105,2018-04-10,1,Steady-moderate
VDS0105,2018-04-11,0,Rush-hour
VDS0105,2018-04-12,1,Steady-moderate
VDS0105,2018-04-13,1,Steady-moderate
VDS0105,2018-04-16,1,Steady-moderate
VDS0105,2018-04-17,1,Steady-moderate
VDS0105,2018-04-18,1,Steady-moderate
VDS0105,2018-04-19,2,Free-flow
VDS0105,2018-04-20,1,Steady-moderate
VDS0105,2018-04-23,1,Steady-moderate
VDS0105,2018-04-24,1,Steady-moderate
VDS0105,2018-04-25,2,Free-flow
VDS0105,2018-04-26,1,Steady-moderate
VDS0105,2018-04-27,1,Steady-moderate
VDS0105,2018-04-30,1,Steady-moderate
VDS0107,2018-02-01,0,Rush-hour
VDS0107,2018-02-02,0,Rush-hour
VDS0107,2018-02-05,0,Rush-hour
VDS0107,2018-02-06,0,Rush-hour
VDS0107,2018-02-07,0,Rush-hour
VDS0107,2018-02-08,0,Rush-hour
VDS0107,2018-02-09,0,Rush-hour
VDS0107,2018-02-12,0,Rush-hour
VDS0107,2018-02-13,0,Rush-hour
VDS0107,2018-02-14,0,Rush-hour
VDS0107,2018-02-15,0,Rush-hour
VDS0107,2018-02-16,0,Rush-hour
VDS0107,2018-02-19,0,Rush-hour
VDS0107,2018-02-20,0,Rush-hour
VDS0107,2018-02-21,0,Rush-hour
VDS0107,2018-02-22,0,Rush-hour
VDS0107,2018-02-23,0,Rush-hour
VDS0107,2018-02-26,1,Steady-moderate
VDS0107,2018-02-27,1,Steady-moderate
VDS0107,2018-02-28,0,Rush-hour
VDS0107,2018-03-01,2,Free-flow
VDS0107,2018-03-02,0,Rush-hour
VDS0107,2018-03-05,2,Free-flow
VDS0107,2018-03-06,0,Rush-hour
VDS0107,2018-03-07,0,Rush-hour
VDS0107,2018-03-08,0,Rush-hour
VDS0107,2018-03-09,0,Rush-hour
VDS0107,2018-03-12,1,Steady-moderate
VDS0107,2018-03-13,0,Rush-hour
VDS0107,2018-03-14,0,Rush-hour
VDS0107,2018-03-15,0,Rush-hour
VDS0107,2018-03-16,2,Free-flow
VDS0107,2018-03-19,1,Steady-moderate
VDS0107,2018-03-20,0,Rush-hour
VDS0107,2018-03-21,1,Steady-moderate
VDS0107,2018-03-22,2,Free-flow
VDS0107,2018-03-23,2,Free-flow
VDS0107,2018-03-26,2,Free-flow
VDS0107,2018-03-27,0,Rush-hour
VDS0107,2018-03-28,0,Rush-hour
VDS0107,2018-03-29,0,Rush-hour
VDS0107,2018-03-30,0,Rush-hour
VDS0107,2018-04-02,0,Rush-hour
VDS0107,2018-04-03,0,Rush-hour
VDS0107,2018-04-04,1,Steady-moderate
VDS0107,2018-04-05,0,Rush-hour
VDS0107,2018-04-06,2,Free-flow
VDS0107,2018-04-09,0,Rush-hour
VDS0107,2018-04-10,0,Rush-hour
VDS0107,2018-04-11,2,Free-flow
VDS0107,2018-04-12,0,Rush-hour
VDS0107,2018-04-13,0,Rush-hour
VDS0107,2018-04-16,0,Rush-hour
VDS0107,2018-04-17,0,Rush-hour
VDS0107,2018-04-18,0,Rush-hour
VDS0107,2018-04-19,0,Rush-hour
VDS0107,2018-04-20,2,Free-flow
VDS0107,2018-04-23,1,Steady-moderate
VDS0107,2018-04-24,2,Free-flow
VDS0107,2018-04-25,0,Rush-hour
VDS0107,2018-04-26,0,Rush-hour
VDS0107,2018-04-27,0,Rush-hour
VDS0107,2018-04-30,0,Rush-hour
VDS0108,2018-02-01,2,Free-flow
VDS0108,2018-02-02,2,Free-flow
VDS0108,2018-02-05,2,Free-flow
VDS0108,2018-02-06,2,Free-flow
VDS0108,2018-02-07,2,Free-flow
VDS0108,2018-02-08,2,Free-flow
VDS0108,2018-02-09,2,Free-flow
VDS0108,2018-02-12,2,Free-flow
VDS0108,2018-02-13,2,Free-flow
VDS0108,2018-02-14,2,Free-flow
VDS0108,2018-02-15,2,Free-flow
VDS0108,2018-02-16,2,Free-flow
VDS0108,2018-02-19,2,Free-flow
VDS0108,2018-02-20,2,Free-flow
VDS0108,2018-02-21,2,Free-flow
VDS0108,2018-02-22,2,Free-flow
VDS0108,2018-02-23,2,Free-flow
VDS0108,2018-02-26,2,Free-flow
VDS0108,2018-02-27,2,Free-flow
VDS0108,2018-02-28,2,Free-flow
VDS0108,2018-03-01,2,Free-flow
VDS0108,2018-03-02,2,Free-flow
VDS0108,2018-03-05,2,Free-flow
VDS0108,2018-03-06,2,Free-flow
VDS0108,2018-03-07,2,Free-flow
VDS0108,2018-03-08,2,Free-flow
VDS0108,2018-03-09,2,Free-flow
VDS0108,2018-03-12,2,Free-flow
VDS0108,2018-03-13,2,Free-flow
VDS0108,2018-03-14,2,Free-flow
VDS0108,2018-03-15,2,Free-flow
VDS0108,2018-03-16,2,Free-flow
VDS0108,2018-03-19,2,Free-flow
VDS0108,2018-03-20,2,Free-flow
VDS0108,2018-03-21,2,Free-flow
VDS0108,2018-03-22,2,Free-flow
VDS0108,2018-03-23,2,Free-flow
VDS0108,2018-03-26,2,Free-flow
VDS0108,2018-03-27,2,Free-flow
VDS0108,2018-03-28,2,Free-flow
VDS0108,2018-03-29,2,Free-flow
VDS0108,2018-03-30,2,Free-flow
VDS0108,2018-04-02,2,Free-flow
VDS0108,2018-04-03,2,Free-flow
VDS0108,2018-04-04,2,Free-flow
VDS0108,2018-04-05,2,Free-flow
VDS0108,2018-04-06,2,Free-flow
VDS0108,2018-04-09,2,Free-flow
VDS0108,2018-04-10,2,Free-flow
VDS0108,2018-04-11,2,Free-flow
VDS0108,2018-04-12,2,Free-flow
VDS0108,2018-04-13,2,Free-flow
VDS0108,2018-04-16,2,Free-flow
VDS0108,2018-04-17,2,Free-flow
VDS0108,2018-04-18,2,Free-flow
VDS0108,2018-04-19,2,Free-flow
VDS0108,2018-04-20,2,Free-flow
VDS0108,2018-04-23,2,Free-flow
VDS0108,2018-04-24,2,Free-flow
VDS0108,2018-04-25,2,Free-flow
VDS0108,2018-04-26,2,Free-flow
VDS0108,2018-04-27,2,Free-flow
VDS0108,2018-04-30,2,Free-flow
VDS0109,2018-02-01,0,Rush-hour
VDS0109,2018-02-02,0,Rush-hour
VDS0109,2018-02-05,0,Rush-hour
VDS0109,2018-02-06,1,Steady-moderate
VDS0109,2018-02-07,1,Steady-moderate
VDS0109,2018-02-08,1,Steady-moderate
VDS0109,2018-02-09,1,Steady-moderate
VDS0109,2018-02-12,2,Free-flow
VDS0109,2018-02-13,2,Free-flow
VDS0109,2018-02-14,0,Rush-hour
VDS0109,2018-02-15,1,Steady-moderate
VDS0109,2018-02-16,1,Steady-moderate
VDS0109,2018-02-19,1,Steady-moderate
VDS0109,2018-02-20,1,Steady-moderate
VDS0109,2018-02-21,1,Steady-moderate
VDS0109,2018-02-22,1,Steady-moderate
VDS0109,2018-02-23,1,Steady-moderate
VDS0109,2018-02-26,1,Steady-moderate
VDS0109,2018-02-27,1,Steady-moderate
VDS0109,2018-02-28,0,Rush-hour
VDS0109,2018-03-01,1,Steady-moderate
VDS0109,2018-03-02,1,Steady-moderate
VDS0109,2018-03-05,2,Free-flow
VDS0109,2018-03-06,1,Steady-moderate
VDS0109,2018-03-07,1,Steady-moderate
VDS0109,2018-03-08,2,Free-flow
VDS0109,2018-03-09,0,Rush-hour
VDS0109,2018-03-12,1,Steady-moderate
VDS0109,2018-03-13,1,Steady-moderate
VDS0109,2018-03-14,1,Steady-moderate
VDS0109,2018-03-15,0,Rush-hour
VDS0109,2018-03-16,1,Steady-moderate
VDS0109,2018-03-19,1,Steady-moderate
VDS0109,2018-03-20,1,Steady-moderate
VDS0109,2018-03-21,1,Steady-moderate
VDS0109,2018-03-22,2,Free-flow
VDS0109,2018-03-23,1,Steady-moderate
VDS0109,2018-03-26,1,Steady-moderate
VDS0109,2018-03-27,1,Steady-moderate
VDS0109,2018-03-28,1,Steady-moderate
VDS0109,2018-03-29,1,Steady-moderate
VDS0109,2018-03-30,1,Steady-moderate
VDS0109,2018-04-02,1,Steady-moderate
VDS0109,2018-04-03,0,Rush-hour
VDS0109,2018-04-04,1,Steady-moderate
VDS0109,2018-04-05,1,Steady-moderate
VDS0109,2018-04-06,2,Free-flow
VDS0109,2018-04-09,1,Steady-moderate
VDS0109,2018-04-10,1,Steady-moderate
VDS0109,2018-04-11,2,Free-flow
VDS0109,2018-04-12,1,Steady-moderate
VDS0109,2018-04-13,1,Steady-moderate
VDS0109,2018-04-16,1,Steady-moderate
VDS0109,2018-04-17,1,Steady-moderate
VDS0109,2018-04-18,1,Steady-moderate
VDS0109,2018-04-19,1,Steady-moderate
VDS0109,2018-04-20,1,Steady-moderate
VDS0109,2018-04-23,1,Steady-moderate
VDS0109,2018-04-24,2,Free-flow
VDS0109,2018-04-25,1,Steady-moderate
VDS0109,2018-04-26,1,Steady-moderate
VDS0109,2018-04-27,1,Steady-moderate
VDS0109,2018-04-30,1,Steady-moderate
VDS0110,2018-02-01,2,Free-flow
VDS0110,2018-02-02,2,Free-flow
VDS0110,2018-02-05,2,Free-flow
VDS0110,2018-02-06,2,Free-flow
VDS0110,2018-02-07,2,Free-flow
VDS0110,2018-02-08,2,Free-flow
VDS0110,2018-02-09,2,Free-flow
VDS0110,2018-02-12,2,Free-flow
VDS0110,2018-02-13,2,Free-flow
VDS0110,2018-02-14,2,Free-flow
VDS0110,2018-02-15,2,Free-flow
VDS0110,2018-02-16,2,Free-flow
VDS0110,2018-02-19,2,Free-flow
VDS0110,2018-02-20,2,Free-flow
VDS0110,2018-02-21,2,Free-flow
VDS0110,2018-02-22,2,Free-flow
VDS0110,2018-02-23,2,Free-flow
VDS0110,2018-02-26,2,Free-flow
VDS0110,2018-02-27,2,Free-flow
VDS0110,2018-02-28,2,Free-flow
VDS0110,2018-03-01,2,Free-flow
VDS0110,2018-03-02,2,Free-flow
VDS0110,2018-03-05,2,Free-flow
VDS0110,2018-03-06,2,Free-flow
VDS0110,2018-03-07,2,Free-flow
VDS0110,2018-03-08,2,Free-flow
VDS0110,2018-03-09,2,Free-flow
VDS0110,2018-03-12,2,Free-flow
VDS0110,2018-03-13,2,Free-flow
VDS0110,2018-03-14,2,Free-flow
VDS0110,2018-03-15,2,Free-flow
VDS0110,2018-03-16,2,Free-flow
VDS0110,2018-03-19,2,Free-flow
VDS0110,2018-03-20,2,Free-flow
VDS0110,2018-03-21,2,Free-flow
VDS0110,2018-03-22,2,Free-flow
VDS0110,2018-03-23,2,Free-flow
VDS0110,2018-03-26,2,Free-flow
VDS0110,2018-03-27,2,Free-flow
VDS0110,2018-03-28,2,Free-flow
VDS0110,2018-03-29,2,Free-flow
VDS0110,2018-03-30,2,Free-flow
VDS0110,2018-04-02,2,Free-flow
VDS0110,2018-04-03,2,Free-flow
VDS0110,2018-04-04,2,Free-flow
VDS0110,2018-04-05,2,Free-flow
VDS0110,2018-04-06,2,Free-flow
VDS0110,2018-04-09,2,Free-flow
VDS0110,2018-04-10,2,Free-flow
VDS0110,2018-04-11,2,Free-flow
VDS0110,2018-04-12,2,Free-flow
VDS0110,2018-04-13,1,Steady-moderate
VDS0110,2018-04-16,2,Free-flow
VDS0110,2018-04-17,2,Free-flow
VDS0110,2018-04-18,2,Free-flow
VDS0110,2018-04-19,2,Free-flow
VDS0110,2018-04-20,2,Free-flow
VDS0110,2018-04-23,2,Free-flow
VDS0110,2018-04-24,2,Free-flow
VDS0110,2018-04-25,2,Free-flow
VDS0110,2018-04-26,2,Free-flow
VDS0110,2018-04-27,2,Free-flow
VDS0110,2018-04-30,2,Free-flow
VDS0112,2018-02-01,0,Rush-hour
VDS0112,2018-02-02,1,Steady-moderate
VDS0112,2018-02-05,0,Rush-hour
VDS0112,2018-02-06,1,Steady-moderate
VDS0112,2018-02-07,1,Steady-moderate
VDS0112,2018-02-08,0,Rush-hour
VDS0112,2018-02-09,1,Steady-moderate
VDS0112,2018-02-12,2,Free-flow
VDS0112,2018-02-13,2,Free-flow
VDS0112,2018-02-14,1,Steady-moderate
VDS0112,2018-02-15,0,Rush-hour
VDS0112,2018-02-16,1,Steady-moderate
VDS0112,2018-02-19,0,Rush-hour
VDS0112,2018-02-20,1,Steady-moderate
VDS0112,2018-02-21,0,Rush-hour
VDS0112,2018-02-22,0,Rush-hour
VDS0112,2018-02-23,1,Steady-moderate
VDS0112,2018-02-26,0,Rush-hour
VDS0112,2018-02-27,1,Steady-moderate
VDS0112,2018-02-28,0,Rush-hour
VDS0112,2018-03-01,1,Steady-moderate
VDS0112,2018-03-02,1,Steady-moderate
VDS0112,2018-03-05,1,Steady-moderate
VDS0112,2018-03-06,1,Steady-moderate
VDS0112,2018-03-07,0,Rush-hour
VDS0112,2018-03-08,2,Free-flow
VDS0112,2018-03-09,0,Rush-hour
VDS0112,2018-03-12,0,Rush-hour
VDS0112,2018-03-13,1,Steady-moderate
VDS0112,2018-03-14,0,Rush-hour
VDS0112,2018-03-15,0,Rush-hour
VDS0112,2018-03-16,1,Steady-moderate
VDS0112,2018-03-19,0,Rush-hour
VDS0112,2018-03-20,1,Steady-moderate
VDS0112,2018-03-21,2,Free-flow
VDS0112,2018-03-22,2,Free-flow
VDS0112,2018-03-23,1,Steady-moderate
VDS0112,2018-03-26,0,Rush-hour
VDS0112,2018-03-27,1,Steady-moderate
VDS0112,2018-03-28,1,Steady-moderate
VDS0112,2018-03-29,0,Rush-hour
VDS0112,2018-03-30,1,Steady-moderate
VDS0112,2018-04-02,0,Rush-hour
VDS0112,2018-04-03,1,Steady-moderate
VDS0112,2018-04-04,1,Steady-moderate
VDS0112,2018-04-05,0,Rush-hour
VDS0112,2018-04-06,2,Free-flow
VDS0112,2018-04-09,0,Rush-hour
VDS0112,2018-04-10,1,Steady-moderate
VDS0112,2018-04-11,2,Free-flow
VDS0112,2018-04-12,0,Rush-hour
VDS0112,2018-04-13,0,Rush-hour
VDS0112,2018-04-16,0,Rush-hour
VDS0112,2018-04-17,1,Steady-moderate
VDS0112,2018-04-18,1,Steady-moderate
VDS0112,2018-04-19,0,Rush-hour
VDS0112,2018-04-20,1,Steady-moderate
VDS0112,2018-04-23,1,Steady-moderate
VDS0112,2018-04-24,2,Free-flow
VDS0112,2018-04-25,0,Rush-hour
VDS0112,2018-04-26,0,Rush-hour
VDS0112,2018-04-27,1,Steady-moderate
VDS0112,2018-04-30,0,Rush-hour
VDS0113,2018-02-01,1,Steady-moderate
VDS0113,2018-02-02,1,Steady-moderate
VDS0113,2018-02-05,2,Free-flow
VDS0113,2018-02-06,1,Steady-moderate
VDS0113,2018-02-07,1,Steady-moderate
VDS0113,2018-02-08,1,Steady-moderate
VDS0113,2018-02-09,1,Steady-moderate
VDS0113,2018-02-12,2,Free-flow
VDS0113,2018-02-13,2,Free-flow
